Acc,SAR,Dataset,Algorithm,runTime,CPUtime,usedMemory
93.18,31.63,FICA4mushroom,LWL,122616,6656.48584,149.42978
91.78,31.17,FICA4mushroom,BayesNet,355,6656.8291,148.61522
82.74,28.11,FICA4mushroom,NaiveBayes,96,6656.93506,149.46332
82.74,28.11,FICA4mushroom,NaiveBayesUpdateable,95,6657.03223,150.40535
93.27,31.67,FICA4mushroom,AdaBoostM1,1619,6658.625,149.25403
98.73,33.54,FICA4mushroom,Bagging,2292,6660.896,232.96701
51.8,17.6,FICA4mushroom,Stacking,118,6661.02197,203.62656
93.88,31.88,FICA4mushroom,LogitBoost,1017,6662.02393,218.92914
51.8,17.6,FICA4mushroom,Vote,11,6662.03809,229.89554
96.58,32.8,FICA4mushroom,DecisionTable,1594,6663.62012,188.59048
98.09,33.31,FICA4mushroom,JRip,10101,6673.64404,513.28772
84.97,28.81,FICA4mushroom,OneR,92,6673.72852,557.59271
51.8,17.6,FICA4mushroom,ZeroR,10,6673.74951,566.44263
98.29,33.39,FICA4mushroom,PART,1041,6674.79004,225.67773
99.27,33.73,FICA4mushroom,RandomCommittee,2816,6677.60547,190.00467
98.68,33.52,FICA4mushroom,J48,765,6678.37549,329.81348
99.04,33.65,FICA4mushroom,LMT,38793,6717.00391,315.3316
99.38,33.77,FICA4mushroom,RandomForest,18612,6735.55664,248.86917
99,33.63,FICA4mushroom,RandomTree,269,6735.82666,291.5762
98.33,33.4,FICA4mushroom,REPTree,250,6736.07471,191.80115
28.57,10,FICA4segment,DecisionStump,32,6736.11768,200.71902
55.37,18.92,FICA4segment,LibSVM,10328,6746.43066,294.55682
81.21,27.66,FICA4segment,MultilayerPerceptron,36835,6783.30029,308.71231
78.83,26.86,FICA4segment,Logistic,4694,6787.9917,214.54712
78.79,26.85,FICA4segment,SimpleLogistic,12732,6800.66455,186.56903
78.4,26.68,FICA4segment,SMO,1102,6801.72266,546.28711
90.74,30.84,FICA4segment,IBk,302,6802.02734,552.71509
88.66,30.16,FICA4segment,KStar,52228,6854.28809,444.76547
58.96,20.21,FICA4segment,LWL,14343,6868.62695,863.45508
81.99,27.92,FICA4segment,BayesNet,91,6868.73438,886.01599
76.58,26.11,FICA4segment,NaiveBayes,48,6868.78711,254.41638
76.58,26.11,FICA4segment,NaiveBayesUpdateable,40,6868.83301,288.92487
28.57,10,FICA4segment,AdaBoostM1,48,6868.88232,311.93051
87.27,29.7,FICA4segment,Bagging,673,6869.55908,519.00732
14.29,5.15,FICA4segment,Stacking,31,6869.59033,553.51563
85.11,28.97,FICA4segment,LogitBoost,1557,6871.13867,424.01801
14.29,5.15,FICA4segment,Vote,5,6871.14551,424.01801
79.31,27.02,FICA4segment,DecisionTable,453,6871.60059,599.44714
83.77,28.51,FICA4segment,JRip,2570,6874.16455,392.05838
63.64,21.7,FICA4segment,OneR,30,6874.1958,413.28168
14.29,5.15,FICA4segment,ZeroR,4,6874.20117,413.28168
85.8,29.19,FICA4segment,PART,802,6875.00488,508.80612
89.09,30.3,FICA4segment,RandomCommittee,1076,6876.08447,710.43768
87.23,29.67,FICA4segment,J48,300,6876.38477,784.72076
86.93,29.58,FICA4segment,LMT,64884,6941.21875,268.15009
90.69,30.85,FICA4segment,RandomForest,7034,6948.20947,311.47528
86.54,29.42,FICA4segment,RandomTree,105,6948.31592,335.57269
84.59,28.79,FICA4segment,REPTree,78,6948.39551,354.84122
65.34,22.13,FICA4tic-tac-toe,DecisionStump,10,6948.4082,359.65625
65.34,22.09,FICA4tic-tac-toe,LibSVM,959,6949.36816,403.01263
75.37,25.59,FICA4tic-tac-toe,MultilayerPerceptron,5861,6955.23486,407.82779
62.52,21.24,FICA4tic-tac-toe,Logistic,85,6955.32324,427.08798
65.24,22.09,FICA4tic-tac-toe,SimpleLogistic,1158,6956.40479,67.89362
65.34,22.09,FICA4tic-tac-toe,SMO,78,6956.48438,231.23967
89.25,30.26,FICA4tic-tac-toe,IBk,65,6956.5498,231.23967
89.67,30.45,FICA4tic-tac-toe,KStar,8641,6965.18506,61.93397
64.31,21.85,FICA4tic-tac-toe,LWL,1590,6966.78809,242.66486
72.54,24.62,FICA4tic-tac-toe,BayesNet,25,6966.81396,251.47748
62.31,21.17,FICA4tic-tac-toe,NaiveBayes,10,6966.82471,260.29669
62.31,21.17,FICA4tic-tac-toe,NaiveBayesUpdateable,11,6966.82568,13.59667
70.56,23.94,FICA4tic-tac-toe,AdaBoostM1,179,6967.01514,54.23453
84.45,28.68,FICA4tic-tac-toe,Bagging,271,6967.28711,144.5762
65.34,22.12,FICA4tic-tac-toe,Stacking,12,6967.30029,158.11993
70.46,23.91,FICA4tic-tac-toe,LogitBoost,113,6967.40527,234.11902
65.34,22.12,FICA4tic-tac-toe,Vote,3,6967.40771,238.63361
71.2,24.16,FICA4tic-tac-toe,DecisionTable,130,6967.53809,42.94158
75.15,25.48,FICA4tic-tac-toe,JRip,579,6968.11768,39.41595
66.49,22.5,FICA4tic-tac-toe,OneR,11,6968.11963,43.69305
65.34,22.12,FICA4tic-tac-toe,ZeroR,1,6968.13135,43.69305
70.45,23.92,FICA4tic-tac-toe,PART,84,6968.21826,56.5271
87.16,29.6,FICA4tic-tac-toe,RandomCommittee,404,6968.62354,142.08125
74.12,25.14,FICA4tic-tac-toe,J48,55,6968.68066,154.91562
75.05,25.46,FICA4tic-tac-toe,LMT,19332,6987.91504,13.29752
89.67,30.45,FICA4tic-tac-toe,RandomForest,2536,6990.44043,67.19633
82.46,27.95,FICA4tic-tac-toe,RandomTree,40,6990.47852,20.89369
77.87,26.43,FICA4tic-tac-toe,REPTree,26,6990.50537,31.08055
